LINESTRING (-70.090527 -17.459068, -70.169986 -17.474211)
LINESTRING (-70.169986 -17.474211, -70.215942 -17.442198)
LINESTRING (-70.215942 -17.442198, -70.223236 -17.412768)
LINESTRING (-70.223236 -17.412768, -70.264574 -17.388143)
LINESTRING (-70.264574 -17.388143, -70.218529 -17.341742)
LINESTRING (-70.218529 -17.341742, -70.168129 -17.316195)
LINESTRING (-70.168129 -17.316195, -70.128746 -17.319209)
LINESTRING (-70.218529 -17.341742, -70.264574 -17.388143)
LINESTRING (-70.264574 -17.388143, -70.274608 -17.389261)
LINESTRING (-70.274608 -17.389261, -70.305507 -17.33761)
LINESTRING (-70.305507 -17.33761, -70.269043 -17.292744)
LINESTRING (-70.269043 -17.292744, -70.219527 -17.299191)
LINESTRING (-70.219527 -17.299191, -70.218529 -17.341742)
LINESTRING (-71.311547 -17.449564, -71.268135 -17.501252)
LINESTRING (-71.268135 -17.501252, -71.26699 -17.579539)
LINESTRING (-71.26699 -17.579539, -71.32122 -17.62247)
LINESTRING (-71.32122 -17.62247, -71.34282 -17.62133)
LINESTRING (-71.34282 -17.62133, -71.358209 -17.588826)
LINESTRING (-71.358209 -17.588826, -71.372566 -17.475391)
LINESTRING (-71.372566 -17.475391, -71.39459 -17.389131)
LINESTRING (-71.39459 -17.389131, -71.490799 -17.285006)
LINESTRING (-71.490799 -17.285006, -71.440956 -17.251717)
LINESTRING (-71.440956 -17.251717, -71.369369 -17.312234)
LINESTRING (-71.369369 -17.312234, -71.376335 -17.351284)
LINESTRING (-71.376335 -17.351284, -71.318664 -17.413615)
LINESTRING (-71.318664 -17.413615, -71.311547 -17.449564)
LINESTRING (-69.64132 -17.28745, -69.575219 -17.29259)
LINESTRING (-69.575219 -17.29259, -69.467316 -17.373537)
LINESTRING (-69.467316 -17.373537, -69.468379 -17.464799)
LINESTRING (-69.468379 -17.464799, -69.5388 -17.40597)
LINESTRING (-69.5388 -17.40597, -69.60321 -17.39666)
LINESTRING (-69.60321 -17.39666, -69.64634 -17.4103)
